Circles			Editing site 		
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16369297	16369298	chrX	16369297	16369298
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	13870494	13870495	chrX	13870494	13870495
chrX	13871170	13871171	chrX	13871170	13871171
chrX	14996674	14996675	chrX	14996674	14996675
chrX	1673261	1673262	chrX	1673261	1673262
chrX	1673279	1673280	chrX	1673279	1673280
chrX	1673278	1673279	chrX	1673278	1673279
chrX	12708496	12708497	chrX	12708496	12708497
chrX	16376744	16376745	chrX	16376744	16376745
chrX	12615121	12615122	chrX	12615121	12615122
chrX	12615134	12615135	chrX	12615134	12615135
chrX	12615213	12615214	chrX	12615213	12615214
chrX	12608588	12608589	chrX	12608588	12608589
chrX	12614181	12614182	chrX	12614181	12614182
chrX	12609005	12609006	chrX	12609005	12609006
chrX	12606684	12606685	chrX	12606684	12606685
chrX	10417094	10417095	chrX	10417094	10417095
chrX	18890395	18890396	chrX	18890395	18890396
chrX	18890948	18890949	chrX	18890948	18890949
chrX	629145	629146	chrX	629145	629146
chrX	629146	629147	chrX	629146	629147
chrX	19328645	19328646	chrX	19328645	19328646
chrX	19328452	19328453	chrX	19328452	19328453
chrX	19328454	19328455	chrX	19328454	19328455
chrX	19337992	19337993	chrX	19337992	19337993
chrX	19337811	19337812	chrX	19337811	19337812
chrX	19344123	19344124	chrX	19344123	19344124
chrX	19342007	19342008	chrX	19342007	19342008
chrX	19334465	19334466	chrX	19334465	19334466
chrX	19340687	19340688	chrX	19340687	19340688
chrX	19340680	19340681	chrX	19340680	19340681
chrX	19341084	19341085	chrX	19341084	19341085
chrX	19341320	19341321	chrX	19341320	19341321
chrX	19334522	19334523	chrX	19334522	19334523
chrX	19341081	19341082	chrX	19341081	19341082
chrX	19341393	19341394	chrX	19341393	19341394
chrX	19357625	19357626	chrX	19357625	19357626
chrX	19358381	19358382	chrX	19358381	19358382
chrX	19358145	19358146	chrX	19358145	19358146
chrX	19357893	19357894	chrX	19357893	19357894
chrX	19358139	19358140	chrX	19358139	19358140
chrX	19358129	19358130	chrX	19358129	19358130
chrX	19357316	19357317	chrX	19357316	19357317
chrX	19357311	19357312	chrX	19357311	19357312
chrX	19357306	19357307	chrX	19357306	19357307
chrX	19357474	19357475	chrX	19357474	19357475
chrX	19358168	19358169	chrX	19358168	19358169
chrX	19358140	19358141	chrX	19358140	19358141
chrX	19357912	19357913	chrX	19357912	19357913
chrX	19357293	19357294	chrX	19357293	19357294
chrX	19357324	19357325	chrX	19357324	19357325
chrX	19357325	19357326	chrX	19357325	19357326
chrX	19357330	19357331	chrX	19357330	19357331
chrX	19358183	19358184	chrX	19358183	19358184
chrX	19358382	19358383	chrX	19358382	19358383
chrX	19357902	19357903	chrX	19357902	19357903
chrX	19357340	19357341	chrX	19357340	19357341
chrX	19357906	19357907	chrX	19357906	19357907
chrX	19357310	19357311	chrX	19357310	19357311
chrX	19357837	19357838	chrX	19357837	19357838
chrX	19358390	19358391	chrX	19358390	19358391
chrX	19358391	19358392	chrX	19358391	19358392
chrX	19358118	19358119	chrX	19358118	19358119
chrX	19358211	19358212	chrX	19358211	19358212
chrX	22268008	22268009	chrX	22268008	22268009
chrX	14999165	14999166	chrX	14999165	14999166
chrX	14999154	14999155	chrX	14999154	14999155
chrX	14999153	14999154	chrX	14999153	14999154
chrX	14999641	14999642	chrX	14999641	14999642
chrX	15002264	15002265	chrX	15002264	15002265
chrX	15000623	15000624	chrX	15000623	15000624
chrX	14999924	14999925	chrX	14999924	14999925
chrX	14996674	14996675	chrX	14996674	14996675
chrX	15002265	15002266	chrX	15002265	15002266
chrX	14999166	14999167	chrX	14999166	14999167
chrX	14999167	14999168	chrX	14999167	14999168
chrX	14999938	14999939	chrX	14999938	14999939
chrX	14999868	14999869	chrX	14999868	14999869
chrX	14999155	14999156	chrX	14999155	14999156
chrX	14998431	14998432	chrX	14998431	14998432
chrX	18174020	18174021	chrX	18174020	18174021
chrX	18174056	18174057	chrX	18174056	18174057
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	11871653	11871654	chrX	11871653	11871654
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10417094	10417095	chrX	10417094	10417095
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10417094	10417095	chrX	10417094	10417095
chrX	10422378	10422379	chrX	10422378	10422379
chrX	10423637	10423638	chrX	10423637	10423638
chrX	14587057	14587058	chrX	14587057	14587058
chrX	12570164	12570165	chrX	12570164	12570165
chrX	12570094	12570095	chrX	12570094	12570095
chrX	12570174	12570175	chrX	12570174	12570175
chrX	12577369	12577370	chrX	12577369	12577370
chrX	12570170	12570171	chrX	12570170	12570171
chrX	12571902	12571903	chrX	12571902	12571903
chrX	12570147	12570148	chrX	12570147	12570148
chrX	12570158	12570159	chrX	12570158	12570159
chrX	12570100	12570101	chrX	12570100	12570101
chrX	12595245	12595246	chrX	12595245	12595246
chrX	12588912	12588913	chrX	12588912	12588913
chrX	12615121	12615122	chrX	12615121	12615122
chrX	12615134	12615135	chrX	12615134	12615135
chrX	12615213	12615214	chrX	12615213	12615214
chrX	12608588	12608589	chrX	12608588	12608589
chrX	12614181	12614182	chrX	12614181	12614182
chrX	12609005	12609006	chrX	12609005	12609006
chrX	12606684	12606685	chrX	12606684	12606685
chrX	13735975	13735976	chrX	13735975	13735976
chrX	13740210	13740211	chrX	13740210	13740211
chrX	2376037	2376038	chrX	2376037	2376038
chrX	2376048	2376049	chrX	2376048	2376049
chrX	2376524	2376525	chrX	2376524	2376525
chrX	2376647	2376648	chrX	2376647	2376648
chrX	2376473	2376474	chrX	2376473	2376474
chrX	2376557	2376558	chrX	2376557	2376558
chrX	10085490	10085491	chrX	10085490	10085491
chrX	10085490	10085491	chrX	10085490	10085491
chrX	7108469	7108470	chrX	7108469	7108470
chrX	7107789	7107790	chrX	7107789	7107790
chrX	636456	636457	chrX	636456	636457
chrX	636453	636454	chrX	636453	636454
chrX	251424	251425	chrX	251424	251425
chrX	284864	284865	chrX	284864	284865
chrX	2015230	2015231	chrX	2015230	2015231
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	15295523	15295524	chrX	15295523	15295524
chrX	2376037	2376038	chrX	2376037	2376038
chrX	2376048	2376049	chrX	2376048	2376049
chrX	2376524	2376525	chrX	2376524	2376525
chrX	2376647	2376648	chrX	2376647	2376648
chrX	2376473	2376474	chrX	2376473	2376474
chrX	2376557	2376558	chrX	2376557	2376558
chrX	15850307	15850308	chrX	15850307	15850308
chrX	12615121	12615122	chrX	12615121	12615122
chrX	12615134	12615135	chrX	12615134	12615135
chrX	12615213	12615214	chrX	12615213	12615214
chrX	12608588	12608589	chrX	12608588	12608589
chrX	12614181	12614182	chrX	12614181	12614182
chrX	12609005	12609006	chrX	12609005	12609006
chrX	12606684	12606685	chrX	12606684	12606685
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10392317	10392318	chrX	10392317	10392318
chrX	10395499	10395500	chrX	10395499	10395500
chrX	10396197	10396198	chrX	10396197	10396198
chrX	10395848	10395849	chrX	10395848	10395849
chrX	10396546	10396547	chrX	10396546	10396547
chrX	10417094	10417095	chrX	10417094	10417095
chrX	10403953	10403954	chrX	10403953	10403954
chrX	10708069	10708070	chrX	10708069	10708070
chrX	12771963	12771964	chrX	12771963	12771964
chrX	12772512	12772513	chrX	12772512	12772513
chrX	12770768	12770769	chrX	12770768	12770769
chrX	4659384	4659385	chrX	4659384	4659385
chrX	4659929	4659930	chrX	4659929	4659930
chrX	4659520	4659521	chrX	4659520	4659521
chrX	4659501	4659502	chrX	4659501	4659502
chrX	4659621	4659622	chrX	4659621	4659622
chrX	4658208	4658209	chrX	4658208	4658209
chrX	4658803	4658804	chrX	4658803	4658804
chrX	4656442	4656443	chrX	4656442	4656443
chrX	4656443	4656444	chrX	4656443	4656444
chrX	4659436	4659437	chrX	4659436	4659437
chrX	4656157	4656158	chrX	4656157	4656158
chrX	4656166	4656167	chrX	4656166	4656167
chrX	4656169	4656170	chrX	4656169	4656170
chrX	4656170	4656171	chrX	4656170	4656171
chrX	4656440	4656441	chrX	4656440	4656441
chrX	4656409	4656410	chrX	4656409	4656410
chrX	4656433	4656434	chrX	4656433	4656434
chrX	4656425	4656426	chrX	4656425	4656426
chrX	8090476	8090477	chrX	8090476	8090477
chrX	8103407	8103408	chrX	8103407	8103408
chrX	17149231	17149232	chrX	17149231	17149232
chrX	1850862	1850863	chrX	1850862	1850863
chrX	8090476	8090477	chrX	8090476	8090477
chrX	8103407	8103408	chrX	8103407	8103408
chrX	5723398	5723399	chrX	5723398	5723399
chrX	8090476	8090477	chrX	8090476	8090477
chrX	8103407	8103408	chrX	8103407	8103408
chrX	10576054	10576055	chrX	10576054	10576055
chrX	10595706	10595707	chrX	10595706	10595707
chrX	3133879	3133880	chrX	3133879	3133880
chrX	10576054	10576055	chrX	10576054	10576055
chrX	10595706	10595707	chrX	10595706	10595707
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246119	5246120	chrX	5246119	5246120
chrX	5246119	5246120	chrX	5246119	5246120
chrX	1673261	1673262	chrX	1673261	1673262
chrX	1673279	1673280	chrX	1673279	1673280
chrX	1673278	1673279	chrX	1673278	1673279
chrX	8429151	8429152	chrX	8429151	8429152
chrX	8439902	8439903	chrX	8439902	8439903
chrX	15004413	15004414	chrX	15004413	15004414
chrX	16532860	16532861	chrX	16532860	16532861
chrX	16532682	16532683	chrX	16532682	16532683
chrX	16532866	16532867	chrX	16532866	16532867
chrX	14789378	14789379	chrX	14789378	14789379
chrX	14791453	14791454	chrX	14791453	14791454
chrX	14789380	14789381	chrX	14789380	14789381
chrX	14789365	14789366	chrX	14789365	14789366
chrX	14789518	14789519	chrX	14789518	14789519
chrX	14789793	14789794	chrX	14789793	14789794
chrX	14788356	14788357	chrX	14788356	14788357
chrX	14789520	14789521	chrX	14789520	14789521
chrX	14798774	14798775	chrX	14798774	14798775
chrX	14795967	14795968	chrX	14795967	14795968
chrX	17645274	17645275	chrX	17645274	17645275
chrX	516944	516945	chrX	516944	516945
chrX	516964	516965	chrX	516964	516965
chrX	516949	516950	chrX	516949	516950
chrX	1514426	1514427	chrX	1514426	1514427
chrX	1514438	1514439	chrX	1514438	1514439
chrX	13365445	13365446	chrX	13365445	13365446
chrX	13371117	13371118	chrX	13371117	13371118
chrX	10193511	10193512	chrX	10193511	10193512
chrX	10206050	10206051	chrX	10206050	10206051
chrX	10206050	10206051	chrX	10206050	10206051
chrX	10206051	10206052	chrX	10206051	10206052
chrX	10206051	10206052	chrX	10206051	10206052
chrX	10193512	10193513	chrX	10193512	10193513
chrX	10236764	10236765	chrX	10236764	10236765
chrX	10235588	10235589	chrX	10235588	10235589
chrX	10235580	10235581	chrX	10235580	10235581
chrX	10248023	10248024	chrX	10248023	10248024
chrX	10245287	10245288	chrX	10245287	10245288
chrX	10247917	10247918	chrX	10247917	10247918
chrX	10245215	10245216	chrX	10245215	10245216
chrX	10245214	10245215	chrX	10245214	10245215
chrX	10248026	10248027	chrX	10248026	10248027
chrX	10261530	10261531	chrX	10261530	10261531
chrX	10261519	10261520	chrX	10261519	10261520
chrX	1850862	1850863	chrX	1850862	1850863
chrX	12570164	12570165	chrX	12570164	12570165
chrX	12570094	12570095	chrX	12570094	12570095
chrX	12570174	12570175	chrX	12570174	12570175
chrX	12570170	12570171	chrX	12570170	12570171
chrX	12571902	12571903	chrX	12571902	12571903
chrX	12570147	12570148	chrX	12570147	12570148
chrX	12570158	12570159	chrX	12570158	12570159
chrX	12570100	12570101	chrX	12570100	12570101
chrX	940209	940210	chrX	940209	940210
chrX	636456	636457	chrX	636456	636457
chrX	629145	629146	chrX	629145	629146
chrX	629146	629147	chrX	629146	629147
chrX	636453	636454	chrX	636453	636454
chrX	3342785	3342786	chrX	3342785	3342786
chrX	3342786	3342787	chrX	3342786	3342787
chrX	3342781	3342782	chrX	3342781	3342782
chrX	3342782	3342783	chrX	3342782	3342783
chrX	1850862	1850863	chrX	1850862	1850863
chrX	8103407	8103408	chrX	8103407	8103408
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10193511	10193512	chrX	10193511	10193512
chrX	10206050	10206051	chrX	10206050	10206051
chrX	10206050	10206051	chrX	10206050	10206051
chrX	10206051	10206052	chrX	10206051	10206052
chrX	10206051	10206052	chrX	10206051	10206052
chrX	10193512	10193513	chrX	10193512	10193513
chrX	16390660	16390661	chrX	16390660	16390661
chrX	15850307	15850308	chrX	15850307	15850308
chrX	16376744	16376745	chrX	16376744	16376745
chrX	11135587	11135588	chrX	11135587	11135588
chrX	11163732	11163733	chrX	11163732	11163733
chrX	16376744	16376745	chrX	16376744	16376745
chrX	16369297	16369298	chrX	16369297	16369298
chrX	11135587	11135588	chrX	11135587	11135588
chrX	9574655	9574656	chrX	9574655	9574656
chrX	10417094	10417095	chrX	10417094	10417095
chrX	10422378	10422379	chrX	10422378	10422379
chrX	10423637	10423638	chrX	10423637	10423638
chrX	17890993	17890994	chrX	17890993	17890994
chrX	17890993	17890994	chrX	17890993	17890994
chrX	17931719	17931720	chrX	17931719	17931720
chrX	17931716	17931717	chrX	17931716	17931717
chrX	17926947	17926948	chrX	17926947	17926948
chrX	17931711	17931712	chrX	17931711	17931712
chrX	17926624	17926625	chrX	17926624	17926625
chrX	17930658	17930659	chrX	17930658	17930659
chrX	17930733	17930734	chrX	17930733	17930734
chrX	17930942	17930943	chrX	17930942	17930943
chrX	17930890	17930891	chrX	17930890	17930891
chrX	17930892	17930893	chrX	17930892	17930893
chrX	17930948	17930949	chrX	17930948	17930949
chrX	17930651	17930652	chrX	17930651	17930652
chrX	17932749	17932750	chrX	17932749	17932750
chrX	17929992	17929993	chrX	17929992	17929993
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	9231119	9231120	chrX	9231119	9231120
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	17461695	17461696	chrX	17461695	17461696
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	9277029	9277030	chrX	9277029	9277030
chrX	9278576	9278577	chrX	9278576	9278577
chrX	12570164	12570165	chrX	12570164	12570165
chrX	12570094	12570095	chrX	12570094	12570095
chrX	12570174	12570175	chrX	12570174	12570175
chrX	12577369	12577370	chrX	12577369	12577370
chrX	12570170	12570171	chrX	12570170	12570171
chrX	12571902	12571903	chrX	12571902	12571903
chrX	12570147	12570148	chrX	12570147	12570148
chrX	12570158	12570159	chrX	12570158	12570159
chrX	12570100	12570101	chrX	12570100	12570101
chrX	12595245	12595246	chrX	12595245	12595246
chrX	12588912	12588913	chrX	12588912	12588913
chrX	12615121	12615122	chrX	12615121	12615122
chrX	12615134	12615135	chrX	12615134	12615135
chrX	12615213	12615214	chrX	12615213	12615214
chrX	12608588	12608589	chrX	12608588	12608589
chrX	12614181	12614182	chrX	12614181	12614182
chrX	12609005	12609006	chrX	12609005	12609006
chrX	12606684	12606685	chrX	12606684	12606685
chrX	12633623	12633624	chrX	12633623	12633624
chrX	12633104	12633105	chrX	12633104	12633105
chrX	12633103	12633104	chrX	12633103	12633104
chrX	12633623	12633624	chrX	12633623	12633624
chrX	12633104	12633105	chrX	12633104	12633105
chrX	12633103	12633104	chrX	12633103	12633104
chrX	12644947	12644948	chrX	12644947	12644948
chrX	12642131	12642132	chrX	12642131	12642132
chrX	12640054	12640055	chrX	12640054	12640055
chrX	12644926	12644927	chrX	12644926	12644927
chrX	1220107	1220108	chrX	1220107	1220108
chrX	1220593	1220594	chrX	1220593	1220594
chrX	1247560	1247561	chrX	1247560	1247561
chrX	1247107	1247108	chrX	1247107	1247108
chrX	11702646	11702647	chrX	11702646	11702647
chrX	11704179	11704180	chrX	11704179	11704180
chrX	11704188	11704189	chrX	11704188	11704189
chrX	11701203	11701204	chrX	11701203	11701204
chrX	16390660	16390661	chrX	16390660	16390661
chrX	13709659	13709660	chrX	13709659	13709660
chrX	13711358	13711359	chrX	13711358	13711359
chrX	13711337	13711338	chrX	13711337	13711338
chrX	13711334	13711335	chrX	13711334	13711335
chrX	13711351	13711352	chrX	13711351	13711352
chrX	13711344	13711345	chrX	13711344	13711345
chrX	13714108	13714109	chrX	13714108	13714109
chrX	13713989	13713990	chrX	13713989	13713990
chrX	13713539	13713540	chrX	13713539	13713540
chrX	13713540	13713541	chrX	13713540	13713541
chrX	13714030	13714031	chrX	13714030	13714031
chrX	13713557	13713558	chrX	13713557	13713558
chrX	13713560	13713561	chrX	13713560	13713561
chrX	13809051	13809052	chrX	13809051	13809052
chrX	13846838	13846839	chrX	13846838	13846839
chrX	13870494	13870495	chrX	13870494	13870495
chrX	13871170	13871171	chrX	13871170	13871171
chrX	16376744	16376745	chrX	16376744	16376745
chrX	21209476	21209477	chrX	21209476	21209477
chrX	21209165	21209166	chrX	21209165	21209166
chrX	21209172	21209173	chrX	21209172	21209173
chrX	4652290	4652291	chrX	4652290	4652291
chrX	4652289	4652290	chrX	4652289	4652290
chrX	19340687	19340688	chrX	19340687	19340688
chrX	19340680	19340681	chrX	19340680	19340681
chrX	19341084	19341085	chrX	19341084	19341085
chrX	19341081	19341082	chrX	19341081	19341082
chrX	636456	636457	chrX	636456	636457
chrX	636453	636454	chrX	636453	636454
chrX	8090476	8090477	chrX	8090476	8090477
chrX	14789378	14789379	chrX	14789378	14789379
chrX	14791453	14791454	chrX	14791453	14791454
chrX	14789380	14789381	chrX	14789380	14789381
chrX	14789365	14789366	chrX	14789365	14789366
chrX	14789518	14789519	chrX	14789518	14789519
chrX	14789793	14789794	chrX	14789793	14789794
chrX	14788356	14788357	chrX	14788356	14788357
chrX	14789520	14789521	chrX	14789520	14789521
chrX	14795967	14795968	chrX	14795967	14795968
chrX	5076764	5076765	chrX	5076764	5076765
chrX	5076763	5076764	chrX	5076763	5076764
chrX	5073597	5073598	chrX	5073597	5073598
chrX	5076327	5076328	chrX	5076327	5076328
chrX	5089493	5089494	chrX	5089493	5089494
chrX	5089493	5089494	chrX	5089493	5089494
chrX	5089510	5089511	chrX	5089510	5089511
chrX	5089510	5089511	chrX	5089510	5089511
chrX	5076764	5076765	chrX	5076764	5076765
chrX	5076763	5076764	chrX	5076763	5076764
chrX	5073597	5073598	chrX	5073597	5073598
chrX	5076327	5076328	chrX	5076327	5076328
chrX	5089493	5089494	chrX	5089493	5089494
chrX	5089493	5089494	chrX	5089493	5089494
chrX	5089510	5089511	chrX	5089510	5089511
chrX	5089510	5089511	chrX	5089510	5089511
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5245000	5245001	chrX	5245000	5245001
chrX	5245000	5245001	chrX	5245000	5245001
chrX	5246119	5246120	chrX	5246119	5246120
chrX	5246119	5246120	chrX	5246119	5246120
chrX	8090476	8090477	chrX	8090476	8090477
chrX	8103407	8103408	chrX	8103407	8103408
chrX	18879879	18879880	chrX	18879879	18879880
chrX	18878318	18878319	chrX	18878318	18878319
chrX	18878315	18878316	chrX	18878315	18878316
chrX	18879049	18879050	chrX	18879049	18879050
chrX	18890395	18890396	chrX	18890395	18890396
chrX	18879894	18879895	chrX	18879894	18879895
chrX	18878902	18878903	chrX	18878902	18878903
chrX	18890948	18890949	chrX	18890948	18890949
chrX	12941850	12941851	chrX	12941850	12941851
chrX	629145	629146	chrX	629145	629146
chrX	629146	629147	chrX	629146	629147
chrX	6784416	6784417	chrX	6784416	6784417
chrX	6789925	6789926	chrX	6789925	6789926
chrX	1502677	1502678	chrX	1502677	1502678
chrX	1504167	1504168	chrX	1504167	1504168
chrX	1503228	1503229	chrX	1503228	1503229
chrX	1503543	1503544	chrX	1503543	1503544
chrX	15961104	15961105	chrX	15961104	15961105
